Leap Product,Plan,NAICS Code,Primary Classification,Current Number of Licenses,Current Monthly Cost Per License,Current Total Monthly Cost,Billing State/Province,Current MRR
JobProgress,Partner 65,238160,Contractors - Roofing,54,50,2700,NC,2700
Leap,Enterprise 2021,not found,Contractors - Roofing,4,120,480,KS,480
Leap,Enterprise 2021,238170,Glass Products & Services,13,125,1625,LA,1625
JobProgress,Partner 65,not found,Contractors - Roofing,60,44,2640,FL,2640
Leap,Premium 2020,238170,Glass Products & Services,7,95,665,OR,665
Leap,Enterprise 2021,not found,Contractors - Roofing,20,100,2000,WA,2000
Leap,Premium 2021,not found,Contractors - Building,12,99,1188,WI,1188
Leap,Premium 2020,not found,Glass Products & Services,9,72,648,IN,648
Leap,Enterprise 2021,not found,Contractors - Roofing,30,95,2850,WI,2850
Leap,Premium 2020,not found,Contractors - Building,4,80,320,IL,320
Leap,Enterprise 2021,not found,Contractors - Building,17,90,1530,CA,1530
Leap,Enterprise 2021,not found,Contractors - Building,6,125,750,WA,750
Both,Premium 2021,not found,Contractors - Roofing,17,99,1683,FL,3498
Leap,Premium 2021,not found,,5,99,495,FL,495
Leap,Premium 2019,238160,Contractors - Roofing,6,103.95,623.7,CO,623.7
Leap,SalesPro Enterprise 2023,not found,Contractors - Building,64,68,4352,PA,4352
Leap,Premium 2021,not found,Glass Products & Services,13,99,1287,MO,1287
Leap,Premium 2021,not found,Home Improvement & Remodeling Services,13,70,910,MI,910
JobProgress,Partner 65,238160,Contractors - Roofing,48,55,2640,SC,2640
Leap,Premium 2021,not found,Contractors - Building,20,84,1680,WI,1680
Leap,Premium 2021,not found,Contractors - Building,1,90,90,NC,90
JobProgress,Partner 65,not found,Contractors - Roofing,90,27.5,2475,FL,2475
Leap,Premium 2019,not found,Contractors - Building,8,55,440,NC,440
Leap,Premium 2020,238170,Contractors - Roofing,7,85.5,598.5,WA,598.5
Leap,Enterprise 2021,not found,Glass Products & Services,40,75,3000,CO,3000
Leap,Premium 2019,not found,Contractors - Roofing,7,85.5,598.5,CA,598.5
Leap,Premium 2021,not found,Contractors - Building,24,99,2376,FL,2376
Leap,Premium 2021,not found,Construction Supplies & Services,15,82,1230,CT,1230
Leap,Premium 2019,238160,Contractors - Roofing,5,85,425,OH,425
Both,Partner 65,not found,Furniture,50,60.5,3075,NV,3768
Leap,Premium 2019,not found,,5,123.75,618.75,MI,618.75
Leap,Enterprise 2021,not found,Contractors - Building,6,125,750,CA,750
Leap,Premium 2019,236118,Glass Products & Services,11,50,550,PA,550
Leap,Premium 2019,423310,Glass Products & Services,7,55,385,NY,385
Leap,Enterprise 2021,423310,Glass Products & Services,37,79,2923,FL,2923
Leap,Premium 2020,not found,Contractors - Building,11,60.5,665.5,IL,665.5
Leap,Premium 2021,not found,Contractors - Plumbers & Plumbing,7,99,693,WA,693
JobProgress,Partner 65,not found,Contractors - Roofing,50,60.5,3075,NY,3075
Both,Premium 2019,not found,Contractors - Roofing,3,123.75,371.25,NJ,746.25
Leap,Premium 2021,not found,Contractors - Building,14,82,1148,MI,1148
Leap,Premium 2019,not found,Glass Products & Services,13,85.5,1111.5,OH,1111.5
Leap,Premium 2019,not found,Contractors - Building,4,85.5,342,MN,342
Leap,Premium 2019,not found,Home Improvement & Remodeling Services,3,85,255,MD,255
Leap,Premium 2020,not found,Glass Products & Services,5,123.75,618.75,AZ,618.75
Leap,Enterprise 2021,not found,Contractors - Building,25,100,2500,CO,2500
Leap,Premium 2021,not found,Contractors - Siding,21,70,1470,MO,1470
Leap,Enterprise 2021,not found,Contractors - Siding,25,93.75,2343.75,NY,2343.75
Leap,Premium 2020,238170,Glass Products & Services,3,95,285,PA,285
Leap,Enterprise 2021,not found,Contractors - Concrete,11,99,1089,GA,1089
Leap,Enterprise 2021,not found,,12,125,1500,CA,1500
JobProgress,Partner 65,238160,Contractors - Roofing,70,27.5,1925,GA,1925
Leap,Enterprise 2021,236118,Contractors - Siding,9,125,1125,TX,1125
Leap,Premium 2020,not found,Contractors - Insulation,5,105,525,MD,525
Leap,Premium 2020,not found,Carpet & Flooring,7,112.5,787.5,TX,787.5
Leap,Premium 2019,not found,Contractors - Roofing,3,115.5,346.5,Ont.,346.5
Leap,Premium 2020,not found,Home Improvement & Remodeling Services,5,94.5,472.5,WV,472.5
Leap,Premium 2021,423310,Glass Products & Services,17,89,1513,FL,1513
Leap,Premium 2019,236118,Glass Products & Services,9,55,495,IL,495
JobProgress,Partner 65,not found,Contractors - Roofing,45,55,2475,SC,2475
JobProgress,Partner 65,not found,Contractors - Roofing,34,60.5,2057,FL,2057
Leap,Premium 2021,not found,Construction Supplies & Services,50,60,3000,FL,3000
JobProgress,Partner 65,not found,Contractors - Roofing,38,49.5,1931,AL,1931
Leap,Premium 2019,not found,Contractors - Building,8,60.5,484,NE,484
Leap,Premium 2019,236118,Contractors - Building,2,103.95,207.9,KY,207.9
Leap,Premium 2019,not found,Contractors - Building,7,60.5,423.5,CA,423.5
JobProgress,Partner 65,not found,Contractors - Roofing,38,55,2090,AL,2090
Leap,Premium 2021,236118,Home Improvement & Remodeling Services,25,70,1750,TN,1750
Leap,Enterprise 2021,not found,Contractors - Building,10,125,1250,VA,1250
Leap,Enterprise 2021,not found,Contractors - Roofing,7,112,784,PA,784
Leap,Premium 2021,not found,Contractors - Concrete,8,99,792,VA,792
Leap,Premium 2019,not found,Contractors - Building,9,60.5,544.5,FL,544.5
Leap,Premium 2021,not found,,13,99,1287,Ohio,1287
Leap,Premium 2020,not found,Contractors - Building,6,87.5,525,CA,525
JobProgress,Partner 65,not found,Contractors - Roofing,50,60.5,3025,TX,3025
Leap,Premium 2020,not found,Real Estate - Brokers & Agents,8,94.5,756,BC,756
Leap,Premium 2020,not found,Contractors - Siding,5,105,525,NJ,525
Leap,Premium 2020,not found,Glass Products & Services,5,105,525,NV,525
Leap,SalesPro Enterprise 2023,423310,,30,103,3090,OH,3090
Leap,Premium 2020,not found,,14,60.5,847,MD,847
Leap,Premium 2021,423310,Glass Products & Services,5,99,495,CA,495
Leap,Premium 2019,not found,Contractors - Building,7,55,385,AR,385
Leap,Premium 2020,236118,Contractors - Building,16,50,800,PA,800
Leap,Premium 2021,not found,Glass Products & Services,14,89,1246,NY,1246
Leap,Enterprise 2021,238170,Glass Products & Services,11,112.5,1237.5,OK,1237.5
Leap,Premium 2020,not found,Glass Products & Services,8,89,712,NY,712
Leap,Premium 2019,not found,Contractors - Siding,3,123.75,371.25,MN,371.25
Leap,Premium 2019,not found,Contractors - Building,1,137.5,137.5,KS,137.5
Leap,Premium 2020,not found,Contractors - Building,2,99,198,Ont.,198
Leap,Enterprise 2021,not found,,6,110,660,PA,660
Both,Enterprise 2021,238160,Contractors - Roofing,6,125,750,GA,799.5
Leap,Premium 2020,not found,Contractors - Building,6,85,510,NC,510
Leap,Enterprise 2021,not found,Contractors - Roofing,13,112.5,1462.5,CA,1462.5
JobProgress,Partner 65,not found,Contractors - Building,41,44,1804,Minnesota,1804
Leap,Enterprise 2021,not found,Contractors - Concrete,1,125,125,IL,125
Leap,Premium 2019,not found,Cleaning Services & Supplies,1,88,88,IL,88
Leap,Premium 2021,not found,Contractors - Building,5,99,495,CA,495
Leap,Enterprise 2021,236118,Contractors - Building,10,100,1000,MD,1000
Leap,Premium 2019,not found,Home Improvement & Remodeling Services,3,104.5,313.5,Missouri,313.5
JobProgress,Partner 65,not found,,39,49.5,1930.5,MN,1930.5
Leap,Enterprise 2021,not found,Contractors - Foundation,10,125,1250,MD,1250
Leap,Premium 2019,not found,Carpet & Flooring,1,137.5,137.5,OH,137.5
Leap,SalesPro Enterprise 2023,not found,Glass Products & Services,93,90,8370,FL,8370
